-4.3391	-0.53456
-4.2804	-0.53058
-4.2237	-0.52673
-2.2992	-0.3536
-2.297	-0.35331
-2.2416	-0.34595
-0.4037	-0.05549
-0.3734	-0.05089
-0.2305	-0.02992
0.7468	0.10178
0.7503	0.1024
1.552	0.2693
1.6097	0.27915
1.722	0.29648
2.614	0.38352
2.6702	0.38806
3.2747	0.44002
3.7055	0.48214
4.7126	0.58731
5.6032	0.67715
5.6896	0.68529
5.7498	0.69089
6.696	0.76948
6.7843	0.77594
7.7029	0.8332
7.7321	0.83468
7.7621	0.83617
8.6825	0.88275
8.7094	0.88526
8.7682	0.89137
9.6018	0.98112
9.6617	0.98133
9.7163	0.98062
10.6664	0.91401
10.6734	0.91352
10.6986	0.91179
11.5906	0.88555
11.7118	0.88666
11.7654	0.88747
12.6299	0.89021
12.6361	0.88984
12.744	0.88217
13.6407	0.80291
13.7018	0.79983
13.7531	0.7976
14.7095	0.79486
14.7647	0.79657
14.9059	0.80204
15.5423	0.81195
15.6001	0.81132
15.7753	0.80881
17.6462	0.77845
17.7623	0.77767
17.7654	0.77765
19.7213	0.80408
19.7213	0.80408
19.7217	0.80409
